날짜,발전기ID,운영상태,가동상태,최근점검일,다음점검예정일,발전기나이(년)
2023-04-25,GEN_005,정상운영,정지,2023-03-27,2023-05-23,6
2023-04-25,GEN_006,정상운영,운전,2023-04-18,2023-05-08,5
2023-04-25,GEN_007,정상운영,운전,2023-04-08,2023-05-09,7
2023-04-25,GEN_008,정상운영,운전,2023-04-13,2023-05-24,4
2023-04-25,GEN_009,정상운영,대기,2023-04-20,2023-05-09,10
2023-04-25,GEN_010,정상운영,대기,2023-03-28,2023-05-08,14
2023-04-26,GEN_001,정상운영,운전,2023-03-30,2023-05-12,10
2023-04-26,GEN_002,정상운영,운전,2023-04-06,2023-05-16,13
2023-04-26,GEN_003,정상운영,운전,2023-04-17,2023-05-20,2
2023-04-26,GEN_004,정상운영,운전,2023-04-23,2023-05-11,12
2023-04-26,GEN_005,정상운영,운전,2023-03-30,2023-05-08,11
2023-04-26,GEN_006,정비중,운전,2023-04-04,2023-05-20,7
2023-04-26,GEN_007,정상운영,대기,2023-03-29,2023-05-11,4
2023-04-26,GEN_008,정상운영,운전,2023-04-24,2023-05-18,11
2023-04-26,GEN_009,정상운영,운전,2023-04-06,2023-05-15,13
2023-04-26,GEN_010,정상운영,운전,2023-04-04,2023-05-14,5
2023-04-27,GEN_001,정상운영,운전,2023-04-20,2023-05-09,3
2023-04-27,GEN_002,고장,대기,2023-04-22,2023-05-11,12
2023-04-27,GEN_003,정상운영,운전,2023-04-21,2023-05-07,5
2023-04-27,GEN_004,정상운영,운전,2023-04-22,2023-05-24,9
2023-04-27,GEN_005,정상운영,운전,2023-04-03,2023-05-24,5
2023-04-27,GEN_006,정상운영,대기,2023-04-02,2023-05-21,7
2023-04-27,GEN_007,정상운영,운전,2023-04-14,2023-05-07,8
2023-04-27,GEN_008,정상운영,운전,2023-04-22,2023-05-15,8
2023-04-27,GEN_009,정상운영,정지,2023-04-04,2023-05-16,5
2023-04-27,GEN_010,정상운영,대기,2023-04-21,2023-05-20,3
2023-04-28,GEN_001,고장,운전,2023-04-27,2023-05-11,2
2023-04-28,GEN_002,정상운영,운전,2023-03-30,2023-05-17,6
2023-04-28,GEN_003,정비중,운전,2023-04-16,2023-05-08,6
2023-04-28,GEN_004,정상운영,운전,2023-04-07,2023-05-24,12
2023-04-28,GEN_005,점검중,운전,2023-04-18,2023-05-10,13
2023-04-28,GEN_006,정상운영,정지,2023-03-30,2023-05-22,13
2023-04-28,GEN_007,정상운영,운전,2023-04-11,2023-05-24,4
2023-04-28,GEN_008,정상운영,운전,2023-04-04,2023-05-20,14
2023-04-28,GEN_009,정상운영,운전,2023-04-04,2023-05-10,14
2023-04-28,GEN_010,정상운영,운전,2023-04-02,2023-05-22,5
2023-04-29,GEN_001,정상운영,운전,2023-04-11,2023-05-23,6
2023-04-29,GEN_002,정상운영,운전,2023-04-28,2023-05-28,14
2023-04-29,GEN_003,정상운영,운전,2023-04-27,2023-05-28,11
2023-04-29,GEN_004,정상운영,운전,2023-04-28,2023-05-15,6
2023-04-29,GEN_005,정상운영,운전,2023-04-10,2023-05-14,12
2023-04-29,GEN_006,정상운영,대기,2023-04-24,2023-05-15,6
2023-04-29,GEN_007,정상운영,운전,2023-04-22,2023-05-09,8
2023-04-29,GEN_008,정상운영,운전,2023-04-03,2023-05-21,6
2023-04-29,GEN_009,정상운영,운전,2023-04-05,2023-05-12,8
2023-04-29,GEN_010,정상운영,운전,2023-04-06,2023-05-14,11
2023-04-30,GEN_001,정상운영,운전,2023-04-20,2023-05-19,13
2023-04-30,GEN_002,정상운영,대기,2023-04-13,2023-05-25,9
2023-04-30,GEN_003,정상운영,운전,2023-04-16,2023-05-23,10
2023-04-30,GEN_004,정상운영,운전,2023-04-20,2023-05-18,12
2023-04-30,GEN_005,정상운영,운전,2023-04-24,2023-05-28,14
2023-04-30,GEN_006,정상운영,운전,2023-04-19,2023-05-25,2
2023-04-30,GEN_007,정상운영,운전,2023-04-17,2023-05-27,3
2023-04-30,GEN_008,정상운영,운전,2023-04-27,2023-05-18,7
2023-04-30,GEN_009,정상운영,운전,2023-04-16,2023-05-18,7
2023-04-30,GEN_010,정상운영,운전,2023-04-25,2023-05-12,6
2023-05-01,GEN_001,정상운영,운전,2023-04-02,2023-05-25,11
2023-05-01,GEN_002,정상운영,정지,2023-04-21,2023-05-13,3
2023-05-01,GEN_003,정상운영,운전,2023-04-18,2023-05-11,6
2023-05-01,GEN_004,정상운영,대기,2023-04-24,2023-05-18,2
2023-05-01,GEN_005,정상운영,운전,2023-04-24,2023-05-22,7
2023-05-01,GEN_006,정상운영,운전,2023-04-25,2023-05-19,10
2023-05-01,GEN_007,정상운영,운전,2023-04-13,2023-05-17,10
2023-05-01,GEN_008,정상운영,운전,2023-04-05,2023-05-22,9
2023-05-01,GEN_009,정상운영,운전,2023-04-17,2023-05-17,10
2023-05-01,GEN_010,정상운영,운전,2023-04-30,2023-05-23,12
2023-05-02,GEN_001,점검중,운전,2023-04-25,2023-05-18,11
2023-05-02,GEN_002,고장,운전,2023-04-12,2023-05-17,3
2023-05-02,GEN_003,정상운영,운전,2023-04-04,2023-05-29,8
2023-05-02,GEN_004,정상운영,운전,2023-04-06,2023-05-19,14
2023-05-02,GEN_005,정상운영,운전,2023-04-25,2023-05-25,9
2023-05-02,GEN_006,정상운영,운전,2023-05-01,2023-05-22,3
2023-05-02,GEN_007,정상운영,운전,2023-04-19,2023-05-17,12
2023-05-02,GEN_008,정상운영,운전,2023-04-06,2023-05-19,5
2023-05-02,GEN_009,점검중,운전,2023-04-06,2023-05-15,2
2023-05-02,GEN_010,정상운영,운전,2023-04-07,2023-05-29,9
2023-05-03,GEN_001,정상운영,정지,2023-04-09,2023-06-01,8
2023-05-03,GEN_002,점검중,운전,2023-04-04,2023-05-24,13
2023-05-03,GEN_003,정상운영,대기,2023-04-20,2023-05-28,5
2023-05-03,GEN_004,정상운영,운전,2023-04-05,2023-05-16,8
2023-05-03,GEN_005,정상운영,운전,2023-05-01,2023-05-28,8
2023-05-03,GEN_006,정상운영,운전,2023-04-18,2023-05-30,7
2023-05-03,GEN_007,정비중,운전,2023-04-15,2023-06-01,2
2023-05-03,GEN_008,정상운영,운전,2023-04-10,2023-05-30,10
2023-05-03,GEN_009,정상운영,운전,2023-04-17,2023-05-14,7
2023-05-03,GEN_010,정상운영,정지,2023-04-23,2023-05-26,7
2023-05-04,GEN_001,정상운영,운전,2023-04-11,2023-05-24,7
2023-05-04,GEN_002,정상운영,운전,2023-04-14,2023-05-27,10
2023-05-04,GEN_003,정상운영,대기,2023-04-19,2023-05-14,6
2023-05-04,GEN_004,정상운영,운전,2023-04-27,2023-05-25,5
2023-05-04,GEN_005,정상운영,운전,2023-04-30,2023-05-23,9
2023-05-04,GEN_006,정상운영,운전,2023-04-26,2023-05-29,6
2023-05-04,GEN_007,정비중,대기,2023-04-27,2023-05-14,8
2023-05-04,GEN_008,정상운영,운전,2023-04-07,2023-05-22,2
2023-05-04,GEN_009,정상운영,운전,2023-04-05,2023-05-23,3
2023-05-04,GEN_010,정상운영,운전,2023-04-28,2023-05-20,7
2023-05-05,GEN_001,정상운영,운전,2023-04-24,2023-05-15,5
2023-05-05,GEN_002,정상운영,대기,2023-04-26,2023-05-20,4
2023-05-05,GEN_003,정상운영,대기,2023-04-20,2023-05-19,6
2023-05-05,GEN_004,정상운영,정지,2023-04-07,2023-05-24,2
2023-05-05,GEN_005,정상운영,운전,2023-04-30,2023-05-15,11
2023-05-05,GEN_006,정상운영,정지,2023-04-14,2023-05-15,10
2023-05-05,GEN_007,정상운영,운전,2023-04-07,2023-05-25,2
2023-05-05,GEN_008,정상운영,운전,2023-04-21,2023-05-20,14
2023-05-05,GEN_009,정상운영,운전,2023-04-07,2023-06-01,12
2023-05-05,GEN_010,정비중,대기,2023-04-20,2023-05-31,14
2023-05-06,GEN_001,정상운영,운전,2023-04-08,2023-05-27,12
2023-05-06,GEN_002,정상운영,정지,2023-04-10,2023-05-27,6
2023-05-06,GEN_003,정상운영,대기,2023-05-05,2023-05-27,5
2023-05-06,GEN_004,정상운영,운전,2023-04-11,2023-06-04,12
2023-05-06,GEN_005,정상운영,운전,2023-04-07,2023-05-28,6
2023-05-06,GEN_006,정상운영,운전,2023-05-01,2023-05-25,12
2023-05-06,GEN_007,정상운영,대기,2023-04-15,2023-05-17,9
2023-05-06,GEN_008,정상운영,운전,2023-04-12,2023-05-24,5
2023-05-06,GEN_009,정상운영,운전,2023-04-22,2023-06-01,13
2023-05-06,GEN_010,정상운영,운전,2023-04-29,2023-05-28,10
2023-05-07,GEN_001,정상운영,운전,2023-04-10,2023-06-01,5
2023-05-07,GEN_002,정상운영,운전,2023-04-16,2023-06-05,3
2023-05-07,GEN_003,정상운영,정지,2023-05-05,2023-05-25,12
2023-05-07,GEN_004,정상운영,운전,2023-04-18,2023-05-26,6
2023-05-07,GEN_005,정상운영,운전,2023-04-25,2023-06-02,3
2023-05-07,GEN_006,정상운영,대기,2023-04-18,2023-06-01,2
2023-05-07,GEN_007,정상운영,운전,2023-04-13,2023-05-24,14
2023-05-07,GEN_008,정상운영,운전,2023-04-12,2023-05-25,7
2023-05-07,GEN_009,정상운영,운전,2023-04-27,2023-06-02,4
2023-05-07,GEN_010,정상운영,운전,2023-04-18,2023-05-23,4
2023-05-08,GEN_001,정상운영,운전,2023-04-15,2023-05-27,10
2023-05-08,GEN_002,정상운영,운전,2023-04-13,2023-05-25,8
2023-05-08,GEN_003,정상운영,운전,2023-04-19,2023-05-28,6
2023-05-08,GEN_004,정상운영,운전,2023-04-16,2023-05-22,11
2023-05-08,GEN_005,정상운영,정지,2023-04-24,2023-06-01,12
2023-05-08,GEN_006,정상운영,정지,2023-04-15,2023-05-26,14
2023-05-08,GEN_007,정상운영,운전,2023-04-12,2023-06-04,12
2023-05-08,GEN_008,정상운영,운전,2023-05-05,2023-06-02,14
2023-05-08,GEN_009,정상운영,정지,2023-05-03,2023-05-28,2
2023-05-08,GEN_010,정상운영,운전,2023-04-29,2023-06-02,8
2023-05-09,GEN_001,정상운영,운전,2023-04-27,2023-05-25,3
2023-05-09,GEN_002,정상운영,운전,2023-05-06,2023-05-21,11
2023-05-09,GEN_003,정상운영,대기,2023-04-20,2023-05-24,13
2023-05-09,GEN_004,정비중,대기,2023-04-18,2023-05-26,13
2023-05-09,GEN_005,점검중,운전,2023-04-30,2023-05-23,8
2023-05-09,GEN_006,정상운영,운전,2023-04-20,2023-05-21,8
2023-05-09,GEN_007,정상운영,운전,2023-04-15,2023-05-30,14
2023-05-09,GEN_008,정상운영,운전,2023-04-26,2023-06-06,14
2023-05-09,GEN_009,정상운영,운전,2023-05-04,2023-06-03,12
2023-05-09,GEN_010,고장,운전,2023-04-28,2023-05-26,7
2023-05-10,GEN_001,점검중,운전,2023-04-30,2023-05-21,5
2023-05-10,GEN_002,정비중,대기,2023-04-13,2023-06-08,2
2023-05-10,GEN_003,정상운영,운전,2023-04-27,2023-06-01,14
2023-05-10,GEN_004,정상운영,운전,2023-05-05,2023-05-20,3
2023-05-10,GEN_005,정상운영,운전,2023-04-21,2023-06-01,5
2023-05-10,GEN_006,정상운영,정지,2023-05-01,2023-05-24,13
2023-05-10,GEN_007,정상운영,운전,2023-05-07,2023-05-23,13
2023-05-10,GEN_008,정상운영,운전,2023-04-25,2023-06-06,14
2023-05-10,GEN_009,정상운영,운전,2023-05-04,2023-05-24,5
2023-05-10,GEN_010,정상운영,운전,2023-04-25,2023-06-05,12
2023-05-11,GEN_001,정상운영,대기,2023-04-23,2023-06-04,9
2023-05-11,GEN_002,정상운영,정지,2023-04-12,2023-06-07,2
2023-05-11,GEN_003,정상운영,운전,2023-04-30,2023-05-24,4
2023-05-11,GEN_004,정상운영,운전,2023-04-12,2023-05-30,9
2023-05-11,GEN_005,정상운영,정지,2023-04-16,2023-06-09,3
2023-05-11,GEN_006,정상운영,운전,2023-04-12,2023-06-04,8
2023-05-11,GEN_007,정상운영,대기,2023-04-22,2023-05-23,2
2023-05-11,GEN_008,정상운영,운전,2023-05-08,2023-06-02,11
2023-05-11,GEN_009,정상운영,운전,2023-05-04,2023-06-08,13
2023-05-11,GEN_010,정상운영,운전,2023-04-20,2023-06-04,6
2023-05-12,GEN_001,정상운영,운전,2023-04-26,2023-05-23,12
2023-05-12,GEN_002,정상운영,대기,2023-04-27,2023-05-28,8
2023-05-12,GEN_003,정상운영,정지,2023-05-10,2023-06-07,4
2023-05-12,GEN_004,정상운영,운전,2023-05-07,2023-06-02,5
2023-05-12,GEN_005,정상운영,운전,2023-04-24,2023-05-26,10
2023-05-12,GEN_006,정상운영,운전,2023-04-22,2023-05-29,12
2023-05-12,GEN_007,정상운영,운전,2023-05-09,2023-05-29,5
2023-05-12,GEN_008,정상운영,운전,2023-05-01,2023-06-01,5
2023-05-12,GEN_009,정상운영,운전,2023-04-17,2023-05-25,13
2023-05-12,GEN_010,정상운영,정지,2023-04-24,2023-06-03,2
2023-05-13,GEN_001,정상운영,대기,2023-04-24,2023-05-29,14
2023-05-13,GEN_002,정상운영,정지,2023-05-07,2023-05-27,14
2023-05-13,GEN_003,정비중,대기,2023-05-04,2023-06-05,3
2023-05-13,GEN_004,정상운영,운전,2023-04-25,2023-05-23,14
2023-05-13,GEN_005,정상운영,운전,2023-04-27,2023-06-06,14
2023-05-13,GEN_006,정상운영,운전,2023-05-07,2023-05-25,3
2023-05-13,GEN_007,정상운영,정지,2023-05-11,2023-06-04,4
2023-05-13,GEN_008,정상운영,운전,2023-05-12,2023-06-04,8
2023-05-13,GEN_009,정상운영,운전,2023-04-27,2023-06-10,2
2023-05-13,GEN_010,정상운영,운전,2023-04-25,2023-06-09,12
2023-05-14,GEN_001,정상운영,운전,2023-05-09,2023-06-11,10
2023-05-14,GEN_002,정상운영,운전,2023-05-08,2023-06-04,11
2023-05-14,GEN_003,정상운영,운전,2023-05-13,2023-05-26,4
2023-05-14,GEN_004,정상운영,운전,2023-04-15,2023-06-12,2
2023-05-14,GEN_005,정상운영,운전,2023-05-11,2023-06-12,14
2023-05-14,GEN_006,정상운영,운전,2023-05-03,2023-05-30,12
2023-05-14,GEN_007,정상운영,정지,2023-05-08,2023-05-27,5
2023-05-14,GEN_008,정상운영,운전,2023-04-18,2023-06-11,14
2023-05-14,GEN_009,정상운영,운전,2023-05-12,2023-05-29,2
2023-05-14,GEN_010,정상운영,운전,2023-04-20,2023-05-24,9
2023-05-15,GEN_001,정상운영,운전,2023-05-09,2023-06-04,2
2023-05-15,GEN_002,정상운영,운전,2023-05-07,2023-06-11,3
2023-05-15,GEN_003,정상운영,운전,2023-05-12,2023-05-30,13
2023-05-15,GEN_004,정상운영,운전,2023-05-03,2023-05-27,12
2023-05-15,GEN_005,정상운영,운전,2023-05-10,2023-05-28,5
2023-05-15,GEN_006,정상운영,정지,2023-05-08,2023-06-04,9
2023-05-15,GEN_007,정상운영,대기,2023-04-28,2023-06-10,10
2023-05-15,GEN_008,정상운영,운전,2023-05-01,2023-05-29,6
2023-05-15,GEN_009,정상운영,정지,2023-04-19,2023-06-06,10
2023-05-15,GEN_010,정상운영,운전,2023-05-01,2023-05-26,2
2023-05-16,GEN_001,정상운영,운전,2023-05-09,2023-06-01,5
2023-05-16,GEN_002,정상운영,운전,2023-04-22,2023-05-29,3
2023-05-16,GEN_003,정상운영,운전,2023-04-26,2023-06-02,6
2023-05-16,GEN_004,정상운영,운전,2023-04-17,2023-05-29,2
2023-05-16,GEN_005,정상운영,운전,2023-04-24,2023-05-26,5
2023-05-16,GEN_006,정상운영,정지,2023-04-17,2023-06-04,6
2023-05-16,GEN_007,정상운영,대기,2023-04-27,2023-06-14,12
2023-05-16,GEN_008,정상운영,운전,2023-04-19,2023-06-13,10
2023-05-16,GEN_009,정상운영,운전,2023-04-23,2023-06-12,4
2023-05-16,GEN_010,정상운영,대기,2023-05-02,2023-05-28,7
2023-05-17,GEN_001,고장,운전,2023-05-15,2023-06-06,11
2023-05-17,GEN_002,정상운영,정지,2023-04-26,2023-06-14,13
2023-05-17,GEN_003,정상운영,운전,2023-05-12,2023-06-05,6
2023-05-17,GEN_004,정상운영,운전,2023-05-11,2023-06-08,9
2023-05-17,GEN_005,고장,운전,2023-05-14,2023-06-06,2
2023-05-17,GEN_006,정상운영,정지,2023-04-25,2023-06-14,13
2023-05-17,GEN_007,정상운영,운전,2023-04-20,2023-05-28,13
2023-05-17,GEN_008,정상운영,운전,2023-04-27,2023-06-03,5
2023-05-17,GEN_009,정상운영,운전,2023-04-25,2023-05-30,5
2023-05-17,GEN_010,고장,운전,2023-05-05,2023-06-12,2
2023-05-18,GEN_001,정비중,정지,2023-04-28,2023-06-04,3
2023-05-18,GEN_002,정상운영,운전,2023-05-14,2023-06-02,3
2023-05-18,GEN_003,정상운영,운전,2023-05-13,2023-06-12,11
2023-05-18,GEN_004,정상운영,정지,2023-05-08,2023-06-07,12
2023-05-18,GEN_005,정상운영,정지,2023-05-12,2023-05-31,3
2023-05-18,GEN_006,정상운영,운전,2023-05-04,2023-06-08,2
2023-05-18,GEN_007,정상운영,운전,2023-05-14,2023-06-02,10
2023-05-18,GEN_008,정비중,운전,2023-04-22,2023-06-07,2
2023-05-18,GEN_009,정상운영,운전,2023-05-12,2023-06-13,12
2023-05-18,GEN_010,정상운영,운전,2023-05-07,2023-06-07,2
2023-05-19,GEN_001,정비중,운전,2023-05-16,2023-06-01,8
2023-05-19,GEN_002,정상운영,정지,2023-04-23,2023-06-14,10
2023-05-19,GEN_003,정상운영,운전,2023-05-08,2023-06-13,4
2023-05-19,GEN_004,정상운영,운전,2023-04-20,2023-05-29,14
2023-05-19,GEN_005,정상운영,대기,2023-04-29,2023-06-06,8
2023-05-19,GEN_006,정상운영,운전,2023-05-02,2023-05-30,7
2023-05-19,GEN_007,점검중,정지,2023-05-11,2023-06-11,10
2023-05-19,GEN_008,정상운영,운전,2023-05-03,2023-05-30,13
2023-05-19,GEN_009,고장,정지,2023-05-06,2023-06-04,10
2023-05-19,GEN_010,정상운영,운전,2023-04-27,2023-06-17,6
2023-05-20,GEN_001,정상운영,정지,2023-05-19,2023-06-08,14
2023-05-20,GEN_002,정상운영,운전,2023-04-25,2023-06-01,7
2023-05-20,GEN_003,정상운영,운전,2023-05-13,2023-06-17,7
2023-05-20,GEN_004,정상운영,운전,2023-05-09,2023-06-05,3
2023-05-20,GEN_005,점검중,운전,2023-04-26,2023-06-01,9
2023-05-20,GEN_006,정상운영,정지,2023-05-03,2023-06-08,13
2023-05-20,GEN_007,점검중,운전,2023-05-17,2023-06-01,3
2023-05-20,GEN_008,정상운영,운전,2023-04-21,2023-06-11,11
2023-05-20,GEN_009,정상운영,운전,2023-04-30,2023-06-13,12
2023-05-20,GEN_010,정상운영,정지,2023-05-18,2023-06-17,12
2023-05-21,GEN_001,정상운영,운전,2023-05-05,2023-06-02,7
2023-05-21,GEN_002,정상운영,운전,2023-05-12,2023-06-08,14
2023-05-21,GEN_003,정상운영,운전,2023-05-05,2023-06-06,4
2023-05-21,GEN_004,정상운영,운전,2023-05-01,2023-06-16,9
2023-05-21,GEN_005,정상운영,운전,2023-05-17,2023-06-16,12
2023-05-21,GEN_006,정상운영,정지,2023-05-16,2023-05-31,12
2023-05-21,GEN_007,고장,정지,2023-05-01,2023-06-17,7
2023-05-21,GEN_008,정상운영,운전,2023-05-15,2023-06-16,5
2023-05-21,GEN_009,정상운영,운전,2023-05-15,2023-06-10,4
2023-05-21,GEN_010,정상운영,운전,2023-04-29,2023-06-19,13
2023-05-22,GEN_001,정상운영,운전,2023-04-27,2023-06-17,10
2023-05-22,GEN_002,정비중,운전,2023-05-07,2023-06-06,2
2023-05-22,GEN_003,정상운영,대기,2023-05-18,2023-06-15,12
2023-05-22,GEN_004,정상운영,운전,2023-04-26,2023-06-09,2
2023-05-22,GEN_005,정비중,운전,2023-05-01,2023-06-19,13
2023-05-22,GEN_006,정상운영,대기,2023-05-12,2023-06-03,11
2023-05-22,GEN_007,정상운영,정지,2023-05-01,2023-06-13,11
2023-05-22,GEN_008,정상운영,운전,2023-04-23,2023-06-07,6
2023-05-22,GEN_009,정상운영,운전,2023-05-19,2023-06-08,4
2023-05-22,GEN_010,정상운영,운전,2023-04-27,2023-06-19,11
2023-05-23,GEN_001,정상운영,대기,2023-05-01,2023-06-12,13
2023-05-23,GEN_002,점검중,운전,2023-05-22,2023-06-17,6
2023-05-23,GEN_003,정상운영,운전,2023-05-13,2023-06-17,3
2023-05-23,GEN_004,정상운영,운전,2023-05-19,2023-06-14,12
2023-05-23,GEN_005,정상운영,운전,2023-05-03,2023-06-20,13
2023-05-23,GEN_006,정상운영,운전,2023-05-02,2023-06-04,10
2023-05-23,GEN_007,정상운영,운전,2023-05-21,2023-06-14,3
2023-05-23,GEN_008,정상운영,운전,2023-05-15,2023-06-09,10
2023-05-23,GEN_009,정상운영,운전,2023-05-18,2023-06-15,4
2023-05-23,GEN_010,정상운영,운전,2023-04-25,2023-06-21,13
2023-05-24,GEN_001,정상운영,정지,2023-05-07,2023-06-13,7
2023-05-24,GEN_002,정상운영,정지,2023-04-29,2023-06-19,8
2023-05-24,GEN_003,정상운영,운전,2023-05-06,2023-06-11,6
2023-05-24,GEN_004,정상운영,운전,2023-05-12,2023-06-16,11
2023-05-24,GEN_005,정상운영,운전,2023-05-13,2023-06-16,3
2023-05-24,GEN_006,정상운영,운전,2023-05-04,2023-06-04,8
2023-05-24,GEN_007,정상운영,운전,2023-04-28,2023-06-22,3
2023-05-24,GEN_008,정상운영,운전,2023-05-23,2023-06-06,7
2023-05-24,GEN_009,정비중,운전,2023-05-16,2023-06-05,3
2023-05-24,GEN_010,정상운영,대기,2023-05-12,2023-06-22,13
2023-05-25,GEN_001,정상운영,운전,2023-05-24,2023-06-10,4
2023-05-25,GEN_002,고장,대기,2023-05-19,2023-06-12,6
2023-05-25,GEN_003,정상운영,운전,2023-05-02,2023-06-23,14
2023-05-25,GEN_004,정비중,운전,2023-05-07,2023-06-04,9
2023-05-25,GEN_005,정상운영,운전,2023-04-27,2023-06-10,2
2023-05-25,GEN_006,정상운영,정지,2023-04-28,2023-06-05,5
2023-05-25,GEN_007,정상운영,정지,2023-05-19,2023-06-22,14
2023-05-25,GEN_008,정상운영,정지,2023-05-18,2023-06-13,11
2023-05-25,GEN_009,정상운영,운전,2023-05-20,2023-06-11,2
2023-05-25,GEN_010,정상운영,운전,2023-05-21,2023-06-22,7
2023-05-26,GEN_001,정상운영,운전,2023-05-10,2023-06-17,14
2023-05-26,GEN_002,정상운영,대기,2023-05-21,2023-06-06,10
2023-05-26,GEN_003,정상운영,운전,2023-04-29,2023-06-20,6
2023-05-26,GEN_004,정상운영,운전,2023-05-11,2023-06-11,12
2023-05-26,GEN_005,정상운영,운전,2023-05-25,2023-06-09,5
2023-05-26,GEN_006,정상운영,운전,2023-05-11,2023-06-06,4
2023-05-26,GEN_007,정비중,대기,2023-05-20,2023-06-07,11
2023-05-26,GEN_008,정상운영,운전,2023-05-18,2023-06-09,9
2023-05-26,GEN_009,정비중,운전,2023-05-25,2023-06-07,2
2023-05-26,GEN_010,정비중,운전,2023-05-25,2023-06-24,11
2023-05-27,GEN_001,정상운영,운전,2023-05-03,2023-06-24,13
2023-05-27,GEN_002,정상운영,운전,2023-05-13,2023-06-19,8
2023-05-27,GEN_003,정상운영,운전,2023-05-13,2023-06-12,6
2023-05-27,GEN_004,정상운영,운전,2023-05-25,2023-06-13,9
2023-05-27,GEN_005,정상운영,운전,2023-05-14,2023-06-21,6
2023-05-27,GEN_006,점검중,정지,2023-05-02,2023-06-06,9
2023-05-27,GEN_007,정상운영,정지,2023-05-21,2023-06-16,14
2023-05-27,GEN_008,정상운영,운전,2023-05-18,2023-06-07,4
2023-05-27,GEN_009,정상운영,운전,2023-05-01,2023-06-13,9
2023-05-27,GEN_010,정상운영,정지,2023-04-30,2023-06-16,12
2023-05-28,GEN_001,점검중,운전,2023-05-21,2023-06-19,10
2023-05-28,GEN_002,정상운영,정지,2023-05-16,2023-06-18,6
2023-05-28,GEN_003,정상운영,운전,2023-05-13,2023-06-22,5
2023-05-28,GEN_004,정상운영,운전,2023-05-04,2023-06-25,3
2023-05-28,GEN_005,정상운영,정지,2023-05-07,2023-06-15,13
2023-05-28,GEN_006,정상운영,운전,2023-05-04,2023-06-25,10
2023-05-28,GEN_007,정상운영,운전,2023-05-18,2023-06-19,13
2023-05-28,GEN_008,정상운영,정지,2023-05-27,2023-06-18,5
2023-05-28,GEN_009,정상운영,운전,2023-05-26,2023-06-21,8
2023-05-28,GEN_010,고장,운전,2023-05-09,2023-06-23,9
2023-05-29,GEN_001,정상운영,운전,2023-05-26,2023-06-16,6
